well_id,latitude,longitude,state,county,well_depth_ft,well_capacity_gpm,water_use,status,year_constructed
AL-USGS-302149087435101,30.36381,-87.730821,Alabama,003,,,Groundwater,Active,
AL-USGS-302207088115201,30.368811,-88.19778,Alabama,097,,,Groundwater,Active,
AL-USGS-302208087321601,30.369088,-87.537759,Alabama,003,115.0,,Groundwater,Active,
AL-USGS-302211088182101,30.369922,-88.305839,Alabama,097,450.0,,Groundwater,Active,
AL-USGS-302212087370901,30.370199,-87.619151,Alabama,003,26.0,,Groundwater,Active,
AL-USGS-302214087411301,30.370755,-87.686931,Alabama,003,210.0,,Groundwater,Active,
AL-USGS-302230087392501,30.268535,-87.686652,Alabama,003,93.0,,Groundwater,Active,
AL-USGS-302236087430601,30.376865,-87.718321,Alabama,003,56.0,,Groundwater,Active,
AL-USGS-302236088022901,30.376866,-88.041386,Alabama,097,,,Groundwater,Active,
AL-USGS-302236088121901,30.376806,-88.205528,Alabama,097,100.0,,Groundwater,Active,
AL-USGS-302237087501801,30.377143,-87.838324,Alabama,003,49.0,,Groundwater,Active,
AL-USGS-302243087510701,30.37881,-87.851936,Alabama,003,117.0,,Groundwater,Active,
AL-USGS-302244088121801,30.379088,-88.205002,Alabama,097,109.0,,Groundwater,Active,
AL-USGS-302244088122001,30.379088,-88.205558,Alabama,097,566.0,,Groundwater,Active,
AL-USGS-302247087285101,30.379921,-87.480813,Alabama,003,53.0,,Groundwater,Active,
AL-USGS-302249087324101,30.380477,-87.544704,Alabama,003,320.0,,Groundwater,Active,
AL-USGS-302250087322801,30.380755,-87.541093,Alabama,003,,,Groundwater,Active,
AL-USGS-302251087494901,30.381032,-87.830269,Alabama,003,110.0,,Groundwater,Active,
AL-USGS-302251088151101,30.381033,-88.253059,Alabama,097,566.0,,Groundwater,Active,
AL-USGS-302252087494601,30.38131,-87.829435,Alabama,003,86.0,,Groundwater,Active,
AL-USGS-302258087495001,30.382976,-87.830546,Alabama,003,84.0,,Groundwater,Active,
AL-USGS-302300087323001,30.378255,-87.544704,Alabama,003,69.0,,Groundwater,Active,
AL-USGS-302303087284501,30.384366,-87.479146,Alabama,003,300.0,,Groundwater,Active,
AL-USGS-302305087323001,30.359088,-87.603595,Alabama,003,152.0,,Groundwater,Active,
